Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,50.0,50.0
1000.0,1000.0,1000.0,100.0,100.0,100.0,100.0,100.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
1000.0,1000.0,1000.0,1000.0,1000.0,170.0,170.0,170.0
1000.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
1000.0,1000.0,100.0,100.0,100.0,100.0,100.0,100.0
1000.0,1000.0,50.0,50.0,50.0,50.0,50.0,50.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,250.0
350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0
1000.0,1000.0,870.0,1000.0,1000.0,1000.0,1000.0,450.0
1000.0,1000.0,500.0,500.0,450.125,450.125,450.125,365.0
1000.0,1000.0,1000.0,1000.0,266.1111111111111,266.1111111111111,266.1111111111111,356.1111111111111
1000.0,1000.0,1000.0,570.0,530.0,535.0,530.0,440.0
1000.0,1000.0,1000.0,1000.0,315.0,310.0,315.0,357.5
1000.0,1000.0,1000.0,450.0,450.0,450.0,450.0,407.5
1000.0,1000.0,350.0,301.3611111111111,350.0,350.0,350.0,350.0
1000.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
1000.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
1000.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1000.0,1000.0,1000.0,100.0,100.0,100.0,100.0,100.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
1000.0,1000.0,1000.0,1000.0,1000.0,250.0,250.0,250.0
